date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:20:23	127946/127946	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2017%20Mar%202025%2017:24:56%20GMT	https://kamleshyadav.com/html/portfolio/html/bootstrap5/color_version/assets/js/swiper.min.js	C:/My%20Web%20Sites/https___kamleshyadav.com_html_portfolio_html_bootstrap5_color_version_index.html/kamleshyadav.com/html/portfolio/html/bootstrap5/color_version/assets/js/swiper.min.js	(from https://kamleshyadav.com/html/portfolio/html/bootstrap5/color_version/index.html)
11:20:24	15371/15371	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2016%20Mar%202025%2011:40:14%20GMT	https://kamleshyadav.com/html/portfolio/html/bootstrap5/color_version/assets/js/circle-progress.js	C:/My%20Web%20Sites/https___kamleshyadav.com_html_portfolio_html_bootstrap5_color_version_index.html/kamleshyadav.com/html/portfolio/html/bootstrap5/color_version/assets/js/circle-progress.js	(from https://kamleshyadav.com/html/portfolio/html/bootstrap5/color_version/index.html)
11:20:25	57527/57527	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2015%20Mar%202025%2023:04:00%20GMT	https://kamleshyadav.com/html/portfolio/html/bootstrap5/color_version/assets/js/jquery-jvectormap.min.js	C:/My%20Web%20Sites/https___kamleshyadav.com_html_portfolio_html_bootstrap5_color_version_index.html/kamleshyadav.com/html/portfolio/html/bootstrap5/color_version/assets/js/jquery-jvectormap.min.js	(from https://kamleshyadav.com/html/portfolio/html/bootstrap5/color_version/index.html)
11:20:25	104426/104426	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2017%20Mar%202025%2012:21:29%20GMT	https://kamleshyadav.com/html/portfolio/html/bootstrap5/color_version/assets/js/jquery-jvectormap-world-mill.js	C:/My%20Web%20Sites/https___kamleshyadav.com_html_portfolio_html_bootstrap5_color_version_index.html/kamleshyadav.com/html/portfolio/html/bootstrap5/color_version/assets/js/jquery-jvectormap-world-mill.js	(from https://kamleshyadav.com/html/portfolio/html/bootstrap5/color_version/index.html)
11:20:25	39874/39874	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2017%20Mar%202025%2003:47:10%20GMT	https://kamleshyadav.com/html/portfolio/html/bootstrap5/color_version/assets/js/scrollbar.js	C:/My%20Web%20Sites/https___kamleshyadav.com_html_portfolio_html_bootstrap5_color_version_index.html/kamleshyadav.com/html/portfolio/html/bootstrap5/color_version/assets/js/scrollbar.js	(from https://kamleshyadav.com/html/portfolio/html/bootstrap5/color_version/index.html)
11:20:25	17905/17905	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2015%20Mar%202025%2023:11:26%20GMT	https://kamleshyadav.com/html/portfolio/html/bootstrap5/color_version/assets/js/custom.js	C:/My%20Web%20Sites/https___kamleshyadav.com_html_portfolio_html_bootstrap5_color_version_index.html/kamleshyadav.com/html/portfolio/html/bootstrap5/color_version/assets/js/custom.js	(from https://kamleshyadav.com/html/portfolio/html/bootstrap5/color_version/index.html)
11:20:26	12332/12332	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2023%20Sep%202025%2005:50:23%20GMT	https://kamleshyadav.com/cdn-cgi/scripts/7d0fa10a/cloudflare-static/rocket-loader.min.js	C:/My%20Web%20Sites/https___kamleshyadav.com_html_portfolio_html_bootstrap5_color_version_index.html/kamleshyadav.com/cdn-cgi/scripts/7d0fa10a/cloudflare-static/rocket-loader.min.js	(from https://kamleshyadav.com/html/portfolio/html/bootstrap5/color_version/index.html)
11:20:26	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2023%20Sep%202025%2005:50:23%20GMT	https://kamleshyadav.com/cdn-cgi/challenge-platform/scripts/jsd/main.js	C:/My%20Web%20Sites/https___kamleshyadav.com_html_portfolio_html_bootstrap5_color_version_index.html/kamleshyadav.com/cdn-cgi/challenge-platform/scripts/jsd/main.js	(from https://kamleshyadav.com/html/portfolio/html/bootstrap5/color_version/index.html)
11:20:26	10063/10063	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2023%20Sep%202025%2005:50:24%20GMT	https://kamleshyadav.com/cdn-cgi/challenge-platform/h/b/scripts/jsd/5783333ceb22/main.js?	C:/My%20Web%20Sites/https___kamleshyadav.com_html_portfolio_html_bootstrap5_color_version_index.html/kamleshyadav.com/cdn-cgi/challenge-platform/h/b/scripts/jsd/5783333ceb22/maind41d.js	(from https://kamleshyadav.com/html/portfolio/html/bootstrap5/color_version/index.html)
11:20:28	125320/125320	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2012%20Feb%202019%2010:55:06%20GMT	https://kamleshyadav.com/html/portfolio/html/bootstrap5/color_version/assets/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/https___kamleshyadav.com_html_portfolio_html_bootstrap5_color_version_index.html/kamleshyadav.com/html/portfolio/html/bootstrap5/color_version/assets/webfonts/fa-brands-400.eot	(from https://kamleshyadav.com/html/portfolio/html/bootstrap5/color_version/assets/css/all.min.css)
11:20:29	125320/125320	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2012%20Feb%202019%2010:55:06%20GMT	https://kamleshyadav.com/html/portfolio/html/bootstrap5/color_version/assets/webfonts/fa-brands-400.eot?	C:/My%20Web%20Sites/https___kamleshyadav.com_html_portfolio_html_bootstrap5_color_version_index.html/kamleshyadav.com/html/portfolio/html/bootstrap5/color_version/assets/webfonts/fa-brands-400d41d.eot	(from https://kamleshyadav.com/html/portfolio/html/bootstrap5/color_version/assets/css/all.min.css)
